,epoch,step,name,value
323,7,48.0,avg_train_loss,0.6939065456390381
324,7,48.0,average_valid_loss,0.6824108883738518
325,7,52.0,avg_train_loss,0.7073198556900024
326,7,52.0,average_valid_loss,0.6824578220645586
327,7,56.0,avg_train_loss,0.691288635134697
328,7,56.0,average_valid_loss,0.6824692984422048
329,7,60.0,avg_train_loss,0.6981010586023331
330,7,60.0,average_valid_loss,0.6824859182039896
331,7,64.0,avg_train_loss,0.7013156861066818
332,7,64.0,average_valid_loss,0.6825333212812742
333,7,68.0,avg_train_loss,0.7035584151744843
334,7,68.0,average_valid_loss,0.6826212480664253
335,7,72.0,avg_train_loss,0.6837776601314545
336,7,72.0,average_valid_loss,0.6825904697179794
337,7,76.0,avg_train_loss,0.6939425617456436
338,7,76.0,average_valid_loss,0.6825741231441498
339,7,80.0,avg_train_loss,0.6992100924253464
340,7,80.0,average_valid_loss,0.6825843155384064
341,7,84.0,avg_train_loss,0.7022688686847687
342,7,84.0,average_valid_loss,0.6825983648498853
343,7,88.0,avg_train_loss,0.6723689138889313
344,7,88.0,average_valid_loss,0.6825434863567352
345,7,92.0,avg_train_loss,0.6561458855867386
346,7,92.0,average_valid_loss,0.6823770875732104
347,7,96.0,avg_train_loss,0.6491260677576065
348,7,96.0,average_valid_loss,0.6821211899320284
349,7,96.0,epoch_sec,1.9783141613006592
350,8,96.0,learning_rate,0.025099375
351,8,4.0,avg_train_loss,0.613227054476738
352,8,4.0,average_valid_loss,0.6820854743321737
353,8,8.0,avg_train_loss,0.6579568684101105
354,8,8.0,average_valid_loss,0.6821277762452761
355,8,12.0,avg_train_loss,0.6823054254055023
356,8,12.0,average_valid_loss,0.6820766453941663
357,8,16.0,avg_train_loss,0.6986003071069717
358,8,16.0,average_valid_loss,0.6820516089598337
359,8,20.0,avg_train_loss,0.7136729210615158
360,8,20.0,average_valid_loss,0.681936485071977
361,8,24.0,avg_train_loss,0.6805105954408646
362,8,24.0,average_valid_loss,0.6819132988651594
363,8,28.0,avg_train_loss,0.7014384120702744
364,8,28.0,average_valid_loss,0.6818653891483942
365,8,32.0,avg_train_loss,0.7040834426879883
366,8,32.0,average_valid_loss,0.6818015947937965
367,8,36.0,avg_train_loss,0.6885346919298172
368,8,36.0,average_valid_loss,0.6817644536495209
