epoch,step,name,value
4,20,avg_train_loss,0.7014375925064087
4,20,average_valid_loss,0.6841000368197759
4,24,avg_train_loss,0.6773692518472672
4,24,average_valid_loss,0.6791015565395355
4,28,avg_train_loss,0.7030865848064423
4,28,average_valid_loss,0.6819601903359095
4,32,avg_train_loss,0.695079505443573
4,32,average_valid_loss,0.6867338245113691
4,36,avg_train_loss,0.6845758855342865
4,36,average_valid_loss,0.6805074835817019
4,40,avg_train_loss,0.6744102388620377
4,40,average_valid_loss,0.680098424355189
4,44,avg_train_loss,0.6806343346834183
4,44,average_valid_loss,0.6791036278009415
4,48,avg_train_loss,0.7044428735971451
4,48,average_valid_loss,0.6804753666122755
4,52,avg_train_loss,0.6966837644577026
4,52,average_valid_loss,0.6880779241522154
4,56,avg_train_loss,0.6966312080621719
4,56,average_valid_loss,0.6844010626276334
4,60,avg_train_loss,0.6882207244634628
4,60,average_valid_loss,0.6850905641913414
4,64,avg_train_loss,0.6982689797878265
4,64,average_valid_loss,0.6864709481596947
4,68,avg_train_loss,0.6861500591039658
4,68,average_valid_loss,0.6975184405843416
4,72,avg_train_loss,0.6953291445970535
4,72,average_valid_loss,0.6795650646090508
4,76,avg_train_loss,0.6881817728281021
4,76,average_valid_loss,0.6800608585278193
4,80,avg_train_loss,0.7002047151327133
4,80,average_valid_loss,0.6826349621017774
4,84,avg_train_loss,0.6944283246994019
4,84,average_valid_loss,0.6840565900007883
4,88,avg_train_loss,0.6785636246204376
4,88,average_valid_loss,0.6791064366698265
4,92,avg_train_loss,0.6562681794166565
4,92,average_valid_loss,0.6841658328970274
4,96,avg_train_loss,0.5995676442980766
4,96,average_valid_loss,0.7200895001490911
5,4,avg_train_loss,0.515765905380249
5,4,average_valid_loss,0.7537441949049631
5,8,avg_train_loss,0.6485422700643539
5,8,average_valid_loss,0.7046140655875206
5,12,avg_train_loss,0.6822801828384399
5,12,average_valid_loss,0.6858612621823946
5,16,avg_train_loss,0.7014134526252747
5,16,average_valid_loss,0.6809307734171549
5,20,avg_train_loss,0.7017911970615387
5,20,average_valid_loss,0.6840953975915909
5,24,avg_train_loss,0.6809619963169098
5,24,average_valid_loss,0.6783508534232775
5,28,avg_train_loss,0.700407400727272
5,28,average_valid_loss,0.6824697852134705
5,32,avg_train_loss,0.7011659890413284
5,32,average_valid_loss,0.6865103815992674
5,36,avg_train_loss,0.6894737333059311
5,36,average_valid_loss,0.6791496947407722
5,40,avg_train_loss,0.6603002399206161
5,40,average_valid_loss,0.6800497223933538
5,44,avg_train_loss,0.6810362935066223
5,44,average_valid_loss,0.6783459285895029
5,48,avg_train_loss,0.7084178328514099
5,48,average_valid_loss,0.6795492966969808
5,52,avg_train_loss,0.6916711032390594
5,52,average_valid_loss,0.6871177703142166
5,56,avg_train_loss,0.6941273212432861
5,56,average_valid_loss,0.6856271376212438
5,60,avg_train_loss,0.6926260888576508
5,60,average_valid_loss,0.6837550972898802
5,64,avg_train_loss,0.6928703933954239
5,64,average_valid_loss,0.6856335451205572
5,68,avg_train_loss,0.6932428777217865
5,68,average_valid_loss,0.7012956912318865
5,72,avg_train_loss,0.6877776980400085
5,72,average_valid_loss,0.6784419889251391
5,76,avg_train_loss,0.6811532229185104
5,76,average_valid_loss,0.678828626871109
5,80,avg_train_loss,0.6956843584775925
5,80,average_valid_loss,0.6810213600595793
5,84,avg_train_loss,0.6944458931684494
5,84,average_valid_loss,0.6834647556145986
5,88,avg_train_loss,0.6853341609239578
5,88,average_valid_loss,0.6782104074954987
5,92,avg_train_loss,0.6585155874490738
5,92,average_valid_loss,0.6841270824273428
5,96,avg_train_loss,0.585534006357193
5,96,average_valid_loss,0.7331448321541151
6,4,avg_train_loss,0.5056300610303879
6,4,average_valid_loss,0.7678272624810537
6,8,avg_train_loss,0.6459690034389496
6,8,average_valid_loss,0.7071627005934715
6,12,avg_train_loss,0.6848461031913757
6,12,average_valid_loss,0.6839414015412331
6,16,avg_train_loss,0.6900654286146164
6,16,average_valid_loss,0.6770152573784193
6,20,avg_train_loss,0.6940419226884842
6,20,average_valid_loss,0.6788562635580698
6,24,avg_train_loss,0.6811995804309845
6,24,average_valid_loss,0.6763708343108495
6,28,avg_train_loss,0.682215616106987
6,28,average_valid_loss,0.6783338462313017
6,32,avg_train_loss,0.69319187104702
6,32,average_valid_loss,0.6862469886740049
6,36,avg_train_loss,0.6970695853233337
6,36,average_valid_loss,0.67558753490448
6,40,avg_train_loss,0.6660532206296921
6,40,average_valid_loss,0.6779682636260986
6,44,avg_train_loss,0.6876542270183563
6,44,average_valid_loss,0.6759663944443067
6,48,avg_train_loss,0.7067466676235199
6,48,average_valid_loss,0.6796302671233813
6,52,avg_train_loss,0.6925304085016251
6,52,average_valid_loss,0.6894445270299911
6,56,avg_train_loss,0.6900911331176758
6,56,average_valid_loss,0.6821334337194761
6,60,avg_train_loss,0.6844809502363205
6,60,average_valid_loss,0.6815658956766129
6,64,avg_train_loss,0.6828884035348892
6,64,average_valid_loss,0.6886430482069651
6,68,avg_train_loss,0.6901719123125076
6,68,average_valid_loss,0.7032109772165617
6,72,avg_train_loss,0.7018581926822662
6,72,average_valid_loss,0.6749676962693533
6,76,avg_train_loss,0.6902115643024445
6,76,average_valid_loss,0.6765512724717458
6,80,avg_train_loss,0.6971121579408646
6,80,average_valid_loss,0.6771339972813925
6,84,avg_train_loss,0.686535194516182
6,84,average_valid_loss,0.6825371806820234
6,88,avg_train_loss,0.6845326572656631
6,88,average_valid_loss,0.675612839559714
6,92,avg_train_loss,0.6496496200561523
6,92,average_valid_loss,0.6796571413675944
6,96,avg_train_loss,0.5948613882064819
6,96,average_valid_loss,0.7296658307313919
7,4,avg_train_loss,0.5105996802449226
7,4,average_valid_loss,0.7635243733723959
7,8,avg_train_loss,0.6384840905666351
7,8,average_valid_loss,0.6974787016709646
7,12,avg_train_loss,0.6829569637775421
7,12,average_valid_loss,0.6787955189744631
7,16,avg_train_loss,0.6749335080385208
7,16,average_valid_loss,0.6724344591299692
7,20,avg_train_loss,0.6874402314424515
7,20,average_valid_loss,0.6751186971863111
7,24,avg_train_loss,0.6748846620321274
7,24,average_valid_loss,0.6728286569317182
7,28,avg_train_loss,0.6969668716192245
7,28,average_valid_loss,0.6778910358746847
7,32,avg_train_loss,0.685936450958252
7,32,average_valid_loss,0.6828012044231097
7,36,avg_train_loss,0.687415674328804
7,36,average_valid_loss,0.6727004498243332
7,40,avg_train_loss,0.6487271040678024
7,40,average_valid_loss,0.675764965514342
7,44,avg_train_loss,0.6822519749403
7,44,average_valid_loss,0.6727496832609177
7,48,avg_train_loss,0.710481584072113
7,48,average_valid_loss,0.6771447931726774
7,52,avg_train_loss,0.6989083737134933
7,52,average_valid_loss,0.6892263491948446
7,56,avg_train_loss,0.6826145797967911
7,56,average_valid_loss,0.6810640121499697
7,60,avg_train_loss,0.6770955622196198
7,60,average_valid_loss,0.6790771732727686
7,64,avg_train_loss,0.6981318444013596
7,64,average_valid_loss,0.6802757531404495
7,68,avg_train_loss,0.6928534656763077
7,68,average_valid_loss,0.7024546141425768
7,72,avg_train_loss,0.6901273280382156
7,72,average_valid_loss,0.674261304239432
7,76,avg_train_loss,0.6921550929546356
7,76,average_valid_loss,0.6752699439724287
7,80,avg_train_loss,0.6977932900190353
7,80,average_valid_loss,0.6776735484600067
7,84,avg_train_loss,0.6933630108833313
7,84,average_valid_loss,0.6829807261625925
7,88,avg_train_loss,0.6810456663370132
7,88,average_valid_loss,0.6761370673775673
7,92,avg_train_loss,0.6509441584348679
7,92,average_valid_loss,0.6821854834755262
7,96,avg_train_loss,0.573981411755085
7,96,average_valid_loss,0.7427540222803751
8,4,avg_train_loss,0.5045921951532364
8,4,average_valid_loss,0.7600142285227776
8,8,avg_train_loss,0.6453226953744888
8,8,average_valid_loss,0.6901470099886259
8,12,avg_train_loss,0.673084631562233
8,12,average_valid_loss,0.6754035328825315
8,16,avg_train_loss,0.6879107356071472
8,16,average_valid_loss,0.6735922396183014
8,20,avg_train_loss,0.7026178240776062
8,20,average_valid_loss,0.6796994482477506
8,24,avg_train_loss,0.6744759827852249
8,24,average_valid_loss,0.6733674854040146
8,28,avg_train_loss,0.6983805000782013
8,28,average_valid_loss,0.6774526437123617
8,32,avg_train_loss,0.704846054315567
8,32,average_valid_loss,0.6805646146337191
8,36,avg_train_loss,0.6874876171350479
8,36,average_valid_loss,0.6728605280319849
8,40,avg_train_loss,0.6642043441534042
8,40,average_valid_loss,0.6761618033051491
8,44,avg_train_loss,0.6763859242200851
8,44,average_valid_loss,0.6724016517400742
8,48,avg_train_loss,0.7046725451946259
8,48,average_valid_loss,0.6742628216743469
8,52,avg_train_loss,0.69130639731884
8,52,average_valid_loss,0.6912792300184568
8,56,avg_train_loss,0.6943118125200272
8,56,average_valid_loss,0.6809027716517448
8,60,avg_train_loss,0.6812622547149658
8,60,average_valid_loss,0.6766720786690712
8,64,avg_train_loss,0.685392439365387
8,64,average_valid_loss,0.6841628849506378
8,68,avg_train_loss,0.7036968171596527
8,68,average_valid_loss,0.7070184871554375
8,72,avg_train_loss,0.6863993853330612
8,72,average_valid_loss,0.6720707143346468
8,76,avg_train_loss,0.6986409574747086
8,76,average_valid_loss,0.6754937271277109
8,80,avg_train_loss,0.692775696516037
8,80,average_valid_loss,0.6757463564475378
8,84,avg_train_loss,0.6910177022218704
8,84,average_valid_loss,0.6829365765055021
8,88,avg_train_loss,0.6828447580337524
8,88,average_valid_loss,0.6745899543166161
8,92,avg_train_loss,0.6410654038190842
8,92,average_valid_loss,0.6767839888731638
8,96,avg_train_loss,0.5779475718736649
8,96,average_valid_loss,0.7477785274386406
9,4,avg_train_loss,0.5079962760210037
9,4,average_valid_loss,0.7634870906670889
9,8,avg_train_loss,0.6383990794420242
9,8,average_valid_loss,0.6850942249099413
9,12,avg_train_loss,0.6696499735116959
9,12,average_valid_loss,0.6771171887715658
9,16,avg_train_loss,0.6892890185117722
9,16,average_valid_loss,0.6717414955298106
9,20,avg_train_loss,0.688559964299202
9,20,average_valid_loss,0.677544929087162
9,24,avg_train_loss,0.6623877584934235
9,24,average_valid_loss,0.672421229382356
9,28,avg_train_loss,0.6880788058042526
9,28,average_valid_loss,0.6765435089667639
9,32,avg_train_loss,0.6931786984205246
9,32,average_valid_loss,0.6810038263599077
9,36,avg_train_loss,0.6836357414722443
9,36,average_valid_loss,0.6717683374881744
9,40,avg_train_loss,0.6560731083154678
9,40,average_valid_loss,0.6728570560614268
9,44,avg_train_loss,0.6771029829978943
9,44,average_valid_loss,0.6688455492258072
9,48,avg_train_loss,0.7152264267206192
9,48,average_valid_loss,0.6734425649046898
9,52,avg_train_loss,0.7017857581377029
9,52,average_valid_loss,0.6893191561102867
9,56,avg_train_loss,0.6920531988143921
9,56,average_valid_loss,0.6792129923899969
9,60,avg_train_loss,0.6799554377794266
9,60,average_valid_loss,0.6733925268054008
9,64,avg_train_loss,0.6979758739471436
9,64,average_valid_loss,0.6839908833305041
9,68,avg_train_loss,0.6911057829856873
9,68,average_valid_loss,0.7071609670917193
9,72,avg_train_loss,0.6918761283159256
9,72,average_valid_loss,0.6714372436205546
9,76,avg_train_loss,0.6865753531455994
9,76,average_valid_loss,0.673164481918017
9,80,avg_train_loss,0.6954232305288315
9,80,average_valid_loss,0.6759410053491592
9,84,avg_train_loss,0.6891327649354935
9,84,average_valid_loss,0.6817808747291565
9,88,avg_train_loss,0.6917623281478882
9,88,average_valid_loss,0.6736070240537325
9,92,avg_train_loss,0.6479584574699402
9,92,average_valid_loss,0.6758520031968752
9,96,avg_train_loss,0.5658913627266884
9,96,average_valid_loss,0.7355099072058996
10,4,avg_train_loss,0.5114181861281395
10,4,average_valid_loss,0.7605859612425169
10,8,avg_train_loss,0.6420452892780304
10,8,average_valid_loss,0.68030646443367
10,12,avg_train_loss,0.6731860786676407
10,12,average_valid_loss,0.6719533378879229
10,16,avg_train_loss,0.6932068467140198
10,16,average_valid_loss,0.6713939035932223
10,20,avg_train_loss,0.6886477470397949
10,20,average_valid_loss,0.6783245404561361
10,24,avg_train_loss,0.6595550328493118
10,24,average_valid_loss,0.6706074128548304
10,28,avg_train_loss,0.6848328411579132
10,28,average_valid_loss,0.6744683459401131
10,32,avg_train_loss,0.6817054152488708
10,32,average_valid_loss,0.679527555902799
10,36,avg_train_loss,0.6964932233095169
10,36,average_valid_loss,0.6716573437054952
10,40,avg_train_loss,0.6509952545166016
10,40,average_valid_loss,0.6719550962249438
10,44,avg_train_loss,0.6752891540527344
10,44,average_valid_loss,0.6671475917100906
10,48,avg_train_loss,0.7160870581865311
10,48,average_valid_loss,0.6728743985295296
10,52,avg_train_loss,0.6852907687425613
10,52,average_valid_loss,0.6859390884637833
10,56,avg_train_loss,0.6923729926347733
10,56,average_valid_loss,0.6798074940840403
10,60,avg_train_loss,0.6719881445169449
10,60,average_valid_loss,0.6707304939627647
10,64,avg_train_loss,0.6928210705518723
10,64,average_valid_loss,0.6793343896667162
10,68,avg_train_loss,0.6926196217536926
10,68,average_valid_loss,0.6996762926379839
10,72,avg_train_loss,0.6907731592655182
10,72,average_valid_loss,0.6677545805772146
10,76,avg_train_loss,0.6899237930774689
10,76,average_valid_loss,0.6694934591650963
10,80,avg_train_loss,0.6875317990779877
10,80,average_valid_loss,0.6718144615491232
10,84,avg_train_loss,0.6976952701807022
10,84,average_valid_loss,0.6801197578509649
10,88,avg_train_loss,0.6974091082811356
10,88,average_valid_loss,0.6725011691451073
10,92,avg_train_loss,0.655893936753273
10,92,average_valid_loss,0.6760239402453104
10,96,avg_train_loss,0.5828508734703064
10,96,average_valid_loss,0.7658630907535553
11,4,avg_train_loss,0.49886108189821243
11,4,average_valid_loss,0.7673174863060316
11,8,avg_train_loss,0.6403985172510147
11,8,average_valid_loss,0.6806480710705122
11,12,avg_train_loss,0.6631367355585098
11,12,average_valid_loss,0.6735006272792816
11,16,avg_train_loss,0.7004799246788025
11,16,average_valid_loss,0.6725404088695844
11,20,avg_train_loss,0.6891099661588669
11,20,average_valid_loss,0.6774634843071302
11,24,avg_train_loss,0.6608332246541977
11,24,average_valid_loss,0.6733530610799789
11,28,avg_train_loss,0.6688418984413147
11,28,average_valid_loss,0.6801364421844482
11,32,avg_train_loss,0.7010769695043564
11,32,average_valid_loss,0.6825070331494013
11,36,avg_train_loss,0.6849906891584396
11,36,average_valid_loss,0.6698289265235265
11,40,avg_train_loss,0.6454479992389679
11,40,average_valid_loss,0.6705382838845253
11,44,avg_train_loss,0.6805146783590317
11,44,average_valid_loss,0.6677911654114723
11,48,avg_train_loss,0.7136858701705933
11,48,average_valid_loss,0.6708885903159777
11,52,avg_train_loss,0.6908711940050125
11,52,average_valid_loss,0.6910228282213211
11,56,avg_train_loss,0.6946080178022385
11,56,average_valid_loss,0.6796021709839503
11,60,avg_train_loss,0.6755214631557465
11,60,average_valid_loss,0.6706352705756823
11,64,avg_train_loss,0.68375563621521
11,64,average_valid_loss,0.6810434684157372
11,68,avg_train_loss,0.6819174289703369
11,68,average_valid_loss,0.7077105467518171
11,72,avg_train_loss,0.7093223631381989
11,72,average_valid_loss,0.6689944763978323
11,76,avg_train_loss,0.6928686052560806
11,76,average_valid_loss,0.6698135609428088
11,80,avg_train_loss,0.6883949637413025
11,80,average_valid_loss,0.6722402423620224
11,84,avg_train_loss,0.687185138463974
11,84,average_valid_loss,0.6809656570355097
11,88,avg_train_loss,0.6918970942497253
11,88,average_valid_loss,0.6710518871744474
11,92,avg_train_loss,0.6458760052919388
11,92,average_valid_loss,0.6742250646154085
11,96,avg_train_loss,0.5950915366411209
11,96,average_valid_loss,0.7654659872253736
12,4,avg_train_loss,0.5047172158956528
12,4,average_valid_loss,0.7642228255669276
12,8,avg_train_loss,0.6334042251110077
12,8,average_valid_loss,0.6777088046073914
12,12,avg_train_loss,0.6709276437759399
12,12,average_valid_loss,0.6745713179310163
12,16,avg_train_loss,0.6814502030611038
12,16,average_valid_loss,0.6707962676882744
12,20,avg_train_loss,0.6871434599161148
12,20,average_valid_loss,0.6794516667723656
12,24,avg_train_loss,0.6680730134248734
12,24,average_valid_loss,0.6726458271344503
12,28,avg_train_loss,0.676319420337677
12,28,average_valid_loss,0.6803803369402885
12,32,avg_train_loss,0.6796459704637527
12,32,average_valid_loss,0.6776104966799418
12,36,avg_train_loss,0.6913928985595703
12,36,average_valid_loss,0.6698248038689295
12,40,avg_train_loss,0.657654657959938
12,40,average_valid_loss,0.6711140771706899
12,44,avg_train_loss,0.6731810718774796
12,44,average_valid_loss,0.6662744705875715
12,48,avg_train_loss,0.710249274969101
12,48,average_valid_loss,0.6697658598423004
12,52,avg_train_loss,0.6934413313865662
12,52,average_valid_loss,0.6882409950097402
12,56,avg_train_loss,0.6875136196613312
12,56,average_valid_loss,0.6778655648231506
12,60,avg_train_loss,0.6758784055709839
12,60,average_valid_loss,0.6675984263420105
12,64,avg_train_loss,0.6942708045244217
12,64,average_valid_loss,0.6785250355799993
12,68,avg_train_loss,0.6726374626159668
12,68,average_valid_loss,0.6970899626612663
12,72,avg_train_loss,0.6888202875852585
12,72,average_valid_loss,0.6656553323070208
12,76,avg_train_loss,0.6889244914054871
12,76,average_valid_loss,0.669038233657678
12,80,avg_train_loss,0.7081439644098282
12,80,average_valid_loss,0.6711440235376358
12,84,avg_train_loss,0.688619464635849
12,84,average_valid_loss,0.6912789915998777
12,88,avg_train_loss,0.6900195926427841
12,88,average_valid_loss,0.6703780069947243
12,92,avg_train_loss,0.6581880748271942
12,92,average_valid_loss,0.6733557259043058
12,96,avg_train_loss,0.5734628662467003
12,96,average_valid_loss,0.7716497207681338
13,4,avg_train_loss,0.5121380165219307
13,4,average_valid_loss,0.7620010624329249
13,8,avg_train_loss,0.6388524621725082
13,8,average_valid_loss,0.6739720851182938
13,12,avg_train_loss,0.663609191775322
13,12,average_valid_loss,0.670944000283877
13,16,avg_train_loss,0.6960265785455704
13,16,average_valid_loss,0.670054629445076
13,20,avg_train_loss,0.6948594748973846
13,20,average_valid_loss,0.6726251741250356
13,24,avg_train_loss,0.6762439161539078
13,24,average_valid_loss,0.6746429428458214
13,28,avg_train_loss,0.6857539564371109
13,28,average_valid_loss,0.678099644680818
13,32,avg_train_loss,0.6795206218957901
13,32,average_valid_loss,0.681043823560079
13,36,avg_train_loss,0.6840295642614365
13,36,average_valid_loss,0.6693588073054949
13,40,avg_train_loss,0.6508129388093948
13,40,average_valid_loss,0.6706016833583514
13,44,avg_train_loss,0.6722291260957718
13,44,average_valid_loss,0.6642378692825636
13,48,avg_train_loss,0.7055506855249405
13,48,average_valid_loss,0.6674144466718038
13,52,avg_train_loss,0.6900270283222198
13,52,average_valid_loss,0.6888854379455248
13,56,avg_train_loss,0.7082545310258865
13,56,average_valid_loss,0.6747773016492525
13,60,avg_train_loss,0.6854793727397919
13,60,average_valid_loss,0.6697865749398867
13,64,avg_train_loss,0.6869773268699646
13,64,average_valid_loss,0.6789576932787895
13,68,avg_train_loss,0.6955798268318176
13,68,average_valid_loss,0.708586759865284
13,72,avg_train_loss,0.6931597590446472
13,72,average_valid_loss,0.6684151093165079
13,76,avg_train_loss,0.700038343667984
13,76,average_valid_loss,0.671126514673233
13,80,avg_train_loss,0.6816771924495697
13,80,average_valid_loss,0.6706456343332926
13,84,avg_train_loss,0.6871160566806793
13,84,average_valid_loss,0.6835372274120649
13,88,avg_train_loss,0.6976610869169235
13,88,average_valid_loss,0.6707277074456215
13,92,avg_train_loss,0.6350293755531311
13,92,average_valid_loss,0.672245758275191
13,96,avg_train_loss,0.575760193169117
13,96,average_valid_loss,0.7791306500633558
14,4,avg_train_loss,0.50438342243433
14,4,average_valid_loss,0.7580688670277596
14,8,avg_train_loss,0.6420053988695145
14,8,average_valid_loss,0.6713975494106611
14,12,avg_train_loss,0.6659776270389557
14,12,average_valid_loss,0.6710419282317162
14,16,avg_train_loss,0.6851562857627869
14,16,average_valid_loss,0.6677540813883146
14,20,avg_train_loss,0.6899219453334808
14,20,average_valid_loss,0.672594778239727
14,24,avg_train_loss,0.6615113615989685
14,24,average_valid_loss,0.6740087320407232
14,28,avg_train_loss,0.672918438911438
14,28,average_valid_loss,0.678279901544253
14,32,avg_train_loss,0.6887204498052597
14,32,average_valid_loss,0.6771591206391653
14,36,avg_train_loss,0.6739238351583481
14,36,average_valid_loss,0.6637305741508802
14,40,avg_train_loss,0.6408703327178955
14,40,average_valid_loss,0.665453332165877
14,44,avg_train_loss,0.6745074391365051
14,44,average_valid_loss,0.6629990811149279
14,48,avg_train_loss,0.7207074016332626
14,48,average_valid_loss,0.6685982917745908
14,52,avg_train_loss,0.6955600678920746
14,52,average_valid_loss,0.6917180369297663
14,56,avg_train_loss,0.6920010298490524
14,56,average_valid_loss,0.6784763212005297
14,60,avg_train_loss,0.6722657531499863
14,60,average_valid_loss,0.6661578118801117
14,64,avg_train_loss,0.6986836344003677
14,64,average_valid_loss,0.6763500372568766
14,68,avg_train_loss,0.6858757883310318
14,68,average_valid_loss,0.7083728164434433
14,72,avg_train_loss,0.6935331225395203
14,72,average_valid_loss,0.6652543048063914
14,76,avg_train_loss,0.6849537342786789
14,76,average_valid_loss,0.6675508767366409
14,80,avg_train_loss,0.6858561038970947
14,80,average_valid_loss,0.6670376832286516
14,84,avg_train_loss,0.6865962594747543
14,84,average_valid_loss,0.6871111492315928
14,88,avg_train_loss,0.6934545189142227
14,88,average_valid_loss,0.6689137741923332
